customer_id,first_name,last_name,email,phone_number,address,city,state,postal_code,country,birthday,loyalty_points,favorite_bakery_item,last_purchase_date,total_spent
333,Arvie,Popescu,apopescu98@scientificamerican.com,760-183-5829,49990 Hagan Place,Kuala Lumpur,Kuala Lumpur,50515,Malaysia,8/9/1905,674,croissant,4/26/2021,3643.1
334,Ikey,Brauninger,ibrauninger99@pinterest.com,240-793-5952,50755 Waxwing Drive,Nikhom Phattana,,46240,Thailand,2/8/1949,228,macaron,6/18/2021,863.5
335,Eldon,Balding,ebalding9a@scribd.com,438-936-2431,6 Northland Circle,Lleida,Cataluna,25198,Spain,3/30/1941,246,croissant,7/23/2020,9393.58
336,Leah,Zanetto,lzanetto9b@hhs.gov,747-270-7972,14009 Crowley Center,Bodø,Nordland,8038,Norway,6/23/1944,396,baguette,4/22/2021,4221.48
337,Hamnet,Nicholson,hnicholson9c@shutterfly.com,732-510-1309,834 Old Gate Parkway,Kétou,,,Benin,9/29/1964,19,macaron,1/6/2020,5411.01
338,Catlin,Human,chuman9d@wikipedia.org,889-885-4949,4730 Vera Hill,Banjar Banyualit,,,Indonesia,2/26/1965,677,baguette,12/25/2020,2465.36
339,Annabell,Borthe,aborthe9e@google.com.br,180-467-9753,27 Express Plaza,Tanghu,,,China,7/29/1960,905,croissant,3/16/2021,7302.76
340,Jacquenette,Khomich,jkhomich9f@weebly.com,230-737-7121,586 Maple Wood Point,Quintã,Porto,4620-729,Portugal,12/2/1992,832,macaron,7/24/2020,6379.51
341,Giuseppe,Mollnar,gmollnar9g@wikispaces.com,359-336-2820,6 Pepper Wood Crossing,Créteil,Île-de-France,94049 CEDEX,France,10/22/1958,190,macaron,8/27/2021,3452.41
342,Reggis,Rogger,rrogger9h@1und1.de,569-232-0279,63 Stoughton Center,Lipovljani,,44322,Croatia,10/15/1930,831,macaron,8/24/2021,7574.52
343,Dave,Gehring,dgehring9i@youku.com,514-412-0843,7618 Hintze Center,Azurduy,,,Bolivia,7/8/1917,120,macaron,5/29/2021,2963.34
344,Frederica,Bernakiewicz,fbernakiewicz9j@macromedia.com,831-438-8288,4476 Armistice Crossing,Karlshamn,Blekinge,374 33,Sweden,4/11/1941,790,croissant,3/20/2021,4143.37
345,Vanya,Potteridge,vpotteridge9k@wisc.edu,879-240-7362,222 Sunbrook Avenue,Xiaojiangba,,,China,10/10/1983,577,macaron,9/10/2020,5488.51
346,Lauree,Cosgrove,lcosgrove9l@linkedin.com,413-838-0676,71147 Mallory Way,Apartadó,,57847,Colombia,10/9/1946,806,baguette,7/9/2021,1293.6
347,Darice,Aldington,daldington9m@timesonline.co.uk,302-136-7784,1 Continental Plaza,Santo Domingo de los Colorados,,,Ecuador,5/15/1925,693,macaron,2/27/2020,1646.16
348,Tierney,Fautley,tfautley9n@forbes.com,562-219-4819,2 Bartelt Park,Quận Tân Phú,,,Vietnam,1/8/2000,241,croissant,3/8/2020,1888.78
349,Dalston,Patriche,dpatriche9o@vistaprint.com,596-724-8869,968 Swallow Hill,Almeirim,,68230-000,Brazil,7/23/1908,640,macaron,5/23/2021,9150.39
350,Rowen,Phipard-Shears,rphipardshears9p@nationalgeographic.com,657-299-0426,84484 Mayer Street,Katsuyama,,905-0002,Japan,10/8/1936,564,croissant,2/13/2021,9531.19
351,Enos,Petty,epetty9q@weebly.com,375-378-9860,79 Michigan Court,Cayenne,Guyane,97308 CEDEX,French Guiana,9/2/1975,167,macaron,5/10/2020,9754.09
352,Kessia,Hoggin,khoggin9r@state.gov,910-885-6941,38 Superior Plaza,Khuzhir,,666137,Russia,8/26/1941,882,croissant,8/15/2020,5935.95
353,Rochester,Condell,rcondell9s@cnet.com,981-792-5660,72 Hoepker Way,Kuala Lumpur,Kuala Lumpur,50762,Malaysia,6/30/1933,304,macaron,4/14/2020,4776.72
354,Devondra,Barnsdall,dbarnsdall9t@example.com,536-559-7933,7213 Service Center,Pangai,,,Tonga,5/24/1974,713,croissant,5/9/2020,2128.27
355,Becky,Ameer-Beg,bameerbeg9u@unesco.org,954-660-6360,46323 Ohio Lane,Humaitá,,98670-000,Brazil,6/3/1937,21,macaron,7/11/2020,7776.07
356,Phoebe,McLinden,pmclinden9v@e-recht24.de,359-129-9595,0 Warner Court,Claye-Souilly,Île-de-France,77414 CEDEX,France,10/17/1910,561,croissant,8/6/2021,9468.8
357,Katleen,Gilliard,kgilliard9w@nature.com,151-410-6217,15 Red Cloud Court,Xinye,,,China,4/11/1978,325,baguette,5/30/2020,8683.8
358,Yalonda,Melmoth,ymelmoth9x@toplist.cz,486-966-6334,3 Sutteridge Street,Ipala,,20011,Guatemala,8/1/1920,525,baguette,1/29/2020,3488.47
359,Simon,Pickance,spickance9y@youtu.be,745-958-2034,65 Derek Circle,Envigado,,55428,Colombia,8/5/1980,381,baguette,8/5/2021,1181.64
360,Shep,Raigatt,sraigatt9z@cbslocal.com,714-807-3346,5590 Eastlawn Alley,Ozëry,,142152,Russia,11/15/1930,885,macaron,2/12/2021,4337.86
361,Inez,Bulward,ibulwarda0@amazon.de,931-871-2070,3 Lillian Street,Boncis,,,Indonesia,1/21/1904,148,croissant,2/25/2020,8495.65
362,Britte,Blakemore,bblakemorea1@ocn.ne.jp,453-688-8567,32 Farmco Center,Ciputih,,,Indonesia,4/28/1903,840,macaron,6/24/2020,2816.7
363,Ag,Woolliams,awoolliamsa2@ycombinator.com,323-834-9167,7187 Oriole Terrace,Vlorë,,,Albania,3/29/1927,587,macaron,3/26/2020,3854.49
364,Isidore,Serrels,iserrelsa3@constantcontact.com,318-363-6769,22207 Marcy Circle,Radojevo,,,Serbia,9/29/1954,510,baguette,8/24/2020,1752.29
365,Lyndell,Swindall,lswindalla4@wordpress.org,680-660-1239,046 Hayes Street,Calle Blancos,,10803,Costa Rica,7/14/1931,471,macaron,1/9/2021,2536.23
366,Trefor,Franchi,tfranchia5@nhs.uk,963-635-1776,1 Northview Place,Mertani,,,Indonesia,8/21/1986,383,macaron,5/27/2020,3247.18
367,Alyda,Pearne,apearnea6@github.com,146-504-7516,7 Bunker Hill Trail,Mabilang,,2509,Philippines,6/15/1979,216,macaron,3/1/2020,6223.82
368,Vera,Wash,vwasha7@hao123.com,642-844-2491,90 Scott Terrace,Xinxu,,,China,10/14/1969,482,croissant,1/3/2020,2401.94
369,Jaclyn,Olman,jolmana8@cdc.gov,183-426-3188,47 Scoville Parkway,Pexiligais,Lisboa,2725-619,Portugal,7/25/1997,912,macaron,9/14/2021,9367
370,Mikol,Garett,mgaretta9@technorati.com,445-461-8954,70 Dottie Park,Mae Sot,,63110,Thailand,1/7/1972,938,croissant,1/17/2020,7802.56
371,Maurise,Chaloner,mchaloneraa@tripadvisor.com,628-719-1842,6980 Cordelia Plaza,Ipoh,Perak,30554,Malaysia,7/27/1981,209,croissant,2/5/2020,3481.98
372,Denver,Cammacke,dcammackeab@51.la,983-972-5145,3 Luster Hill,Jurak Lao’,,,Indonesia,4/23/1944,347,macaron,4/22/2021,359.14
373,Kanya,Boullin,kboullinac@cdc.gov,210-848-5137,86819 Leroy Alley,San Antonio,Texas,78265,United States,12/8/1919,232,croissant,3/4/2020,8041.73
374,Lammond,Melliard,lmelliardad@pcworld.com,127-718-6982,80670 Cody Alley,Walenrang,,,Indonesia,9/26/1976,923,macaron,1/11/2020,7498.12
375,Ulick,Flannery,uflanneryae@ow.ly,656-238-7978,3 Bunker Hill Way,Horlivka,,,Ukraine,10/14/1955,862,baguette,6/13/2020,3567.93
376,Maxim,Janeway,mjanewayaf@google.es,977-318-8066,570 Eastwood Circle,Trilj,,21240,Croatia,8/29/1950,619,macaron,10/3/2021,4892.74
377,Arvin,Loyndon,aloyndonag@accuweather.com,538-367-6446,90908 Corben Parkway,Tangerang,,,Indonesia,11/23/1952,630,baguette,10/7/2020,5006.64
378,Rycca,Yeardsley,ryeardsleyah@nationalgeographic.com,269-653-8971,7 Rigney Plaza,Malunda,,,Indonesia,10/26/1915,682,croissant,3/13/2021,3369.35
379,Drusilla,Hazlehurst,dhazlehurstai@tripadvisor.com,913-657-4741,48577 Pankratz Lane,Shawnee Mission,Kansas,66276,United States,1/17/1904,654,baguette,2/26/2021,866.98
380,Fanny,Tredinnick,ftredinnickaj@nyu.edu,884-914-9068,31882 Dennis Terrace,Puerto Maldonado,,,Peru,5/3/1941,733,croissant,6/15/2021,7512.57
381,Flossy,Jaegar,fjaegarak@google.es,553-128-4861,778 Carey Terrace,Sypniewo,,06-216,Poland,11/2/1944,459,macaron,8/21/2020,144.62
382,Leigh,Marks,lmarksal@ucoz.com,140-706-9027,979 Hoffman Parkway,Nanterre,Île-de-France,92892 CEDEX 9,France,3/17/1901,53,baguette,2/13/2021,8956.64
383,Hetti,Nisius,hnisiusam@youtube.com,951-519-1924,5501 Surrey Avenue,Concordia,,,Honduras,4/21/1966,969,croissant,7/22/2021,1990.67
384,Aryn,Rampley,arampleyan@dailymotion.com,338-311-5583,25 Carpenter Place,Zhoutian,,,China,2/14/1911,820,macaron,12/18/2021,8764.83
385,Cindi,Molen,cmolenao@slate.com,419-728-6368,98 West Crossing,Santa Maria,,97000-000,Brazil,11/12/1962,127,macaron,4/22/2020,7133.73
386,Bride,Crackett,bcrackettap@shinystat.com,902-769-9664,82244 Butterfield Parkway,Boro,,,Indonesia,2/22/1915,298,baguette,8/8/2021,1998.77
387,Saloma,Braven,sbravenaq@ftc.gov,876-553-6658,024 Green Trail,Chemnitz,Sachsen,9123,Germany,5/20/1950,686,croissant,4/3/2020,9872.75
388,Roselle,Martignoni,rmartignoniar@webeden.co.uk,435-705-0532,2 Riverside Junction,Tangkanpulit,,,Indonesia,7/31/1979,894,macaron,10/12/2020,2557.43
389,Trish,Armell,tarmellas@unicef.org,482-742-8138,192 Old Shore Center,Mandangoa,,9006,Philippines,8/2/1919,389,macaron,12/2/2021,2987.53
390,Vasily,Garmon,vgarmonat@yolasite.com,427-788-6982,8 Pleasure Alley,Randfontein,,1771,South Africa,4/26/1918,180,baguette,12/25/2020,9022.63
391,Raimundo,Patrone,rpatroneau@cmu.edu,883-930-9936,02355 Leroy Street,La Hacienda,,1751,Philippines,1/24/1915,32,baguette,7/29/2021,7260.45
392,Missy,Cotelard,mcotelardav@timesonline.co.uk,595-887-7600,6540 Loomis Lane,Kalipucang,,,Indonesia,11/19/1915,548,croissant,12/18/2021,8031.1
393,Nolly,Banisch,nbanischaw@buzzfeed.com,957-749-5582,5155 Warner Street,Irkutsk,,664082,Russia,11/8/1949,135,macaron,10/18/2021,9341.7
394,Bank,Halmkin,bhalmkinax@reuters.com,144-476-2690,7 Kingsford Park,Haquira,,,Peru,1/5/2000,665,macaron,5/2/2021,4138.25
395,Willow,Nannoni,wnannoniay@about.com,298-483-2232,11 Washington Crossing,Guangning,,,China,11/16/1941,701,baguette,8/31/2020,6184.7
396,Lorraine,McKibben,lmckibbenaz@51.la,443-600-6672,8 Mcguire Junction,Rokiciny,,97-221,Poland,5/24/1917,534,baguette,2/11/2021,4454.1
397,Anatola,Abernethy,aabernethyb0@blogs.com,236-363-9999,361 Acker Way,União,,64120-000,Brazil,4/6/1969,346,croissant,2/1/2020,6486.99
398,Gilligan,Kilbourne,gkilbourneb1@walmart.com,299-973-7150,16357 Jay Parkway,Aramayuan,,4430,Philippines,3/7/1962,532,croissant,3/12/2020,6276.48
399,Darnell,Tenaunt,dtenauntb2@bravesites.com,597-297-3173,3635 Continental Avenue,Abaeté,,35620-000,Brazil,1/19/1970,172,croissant,1/2/2020,2197.28
400,Pearl,Torr,ptorrb3@patch.com,351-965-3436,34 Anniversary Place,Campanário,Ilha da Madeira,9350-031,Portugal,6/3/1939,699,baguette,9/19/2021,1762.39
401,Ermin,Exrol,eexrolb4@bbb.org,624-925-1978,075 Calypso Court,Ogurugu,,,Nigeria,8/6/1949,326,croissant,2/27/2021,4585.72
402,Daven,Thecham,dthechamb5@tmall.com,812-989-2564,3 Clyde Gallagher Parkway,Kuanchuan,,,China,8/6/1927,641,croissant,12/16/2021,1495.38
403,Marieann,Snufflebottom,msnufflebottomb6@unblog.fr,675-249-7900,19 Carpenter Park,Verkhniy Yasenov,,,Ukraine,9/2/1969,951,macaron,7/28/2020,5813.37
404,Cris,Mulford,cmulfordb7@wp.com,326-556-2974,6 Blackbird Lane,Nagano-shi,,389-1227,Japan,5/7/1957,565,croissant,4/21/2020,981.94
405,Eward,Busch,ebuschb8@nhs.uk,863-720-0278,24950 Dorton Park,Kadubera,,,Indonesia,1/16/1978,873,macaron,8/21/2021,2653
406,Inna,Sprankling,ispranklingb9@weibo.com,977-190-6327,287 Gina Lane,Imaichi,,999-1413,Japan,2/7/1995,380,croissant,9/23/2021,6315.04
407,Jo,Hurdle,jhurdleba@dailymotion.com,775-382-5633,60043 Shopko Way,Karaidel’,,452394,Russia,12/4/1996,663,macaron,4/13/2021,7469.96
408,Giuditta,Trainor,gtrainorbb@ycombinator.com,219-582-8483,4 Prairie Rose Trail,Ḩurayḑah,,,Yemen,9/23/1914,302,macaron,12/10/2021,7949.11
409,Alis,Gaskill,agaskillbc@guardian.co.uk,103-762-8862,601 Southridge Pass,Senneterre,Québec,L0P,Canada,2/4/1900,626,croissant,5/28/2021,353.78
410,Halley,Barbour,hbarbourbd@squarespace.com,681-179-9706,509 Golf Course Way,Had Kourt,,,Morocco,2/28/1998,156,croissant,7/29/2021,4364.99
411,Jodi,Dimitru,jdimitrube@friendfeed.com,284-623-7082,67962 Chinook Terrace,Kaindy,,,Kyrgyzstan,9/30/1933,824,macaron,2/20/2021,4162.66
412,Georgeanne,Borley,gborleybf@noaa.gov,718-426-8995,22504 Fairview Place,Timpas,,5805,Philippines,10/31/1926,100,macaron,6/18/2020,7335.01
413,Sherline,Brownsea,sbrownseabg@cnbc.com,842-166-1735,02 Helena Street,Zhoukoudian,,,China,11/8/1986,944,croissant,3/25/2020,7085.98
414,Crissy,Zorzini,czorzinibh@altervista.org,455-403-8172,1362 Karstens Road,Kingston,Ontario,E5S,Canada,5/14/1982,683,macaron,2/19/2021,4345.24
415,Syman,Fache,sfachebi@ca.gov,339-102-9543,2774 Sage Lane,Kungsbacka,Halland,434 43,Sweden,10/3/1966,686,baguette,11/28/2021,1885.01
416,Tris,Arr,tarrbj@census.gov,593-659-4456,08 Homewood Place,Shanjeev Home,,32308,Sri Lanka,2/7/1987,503,macaron,11/21/2020,4301.62
417,Nolan,Klagge,nklaggebk@bloomberg.com,162-586-3812,9914 Jenifer Road,Mabugang,,,China,6/21/1906,390,croissant,7/7/2020,2560.54
418,Hedvig,Ind,hindbl@1688.com,908-859-2066,0 Green Ridge Center,São Lourenço,,37470-000,Brazil,12/31/1932,482,croissant,7/5/2021,1096.43
419,Tracy,De Michele,tdemichelebm@cnn.com,798-552-5408,89 Towne Way,Bunobogu,,,Indonesia,2/4/1910,330,baguette,12/5/2021,1704.64
420,Jermain,Delacour,jdelacourbn@independent.co.uk,843-745-9375,85607 Brentwood Center,Charleston,South Carolina,29424,United States,9/2/1954,334,croissant,8/8/2020,9726.25
421,Laryssa,Fairbrass,lfairbrassbo@comsenz.com,113-616-8320,2 High Crossing Park,Kinlough,,F94,Ireland,1/12/1997,493,macaron,7/6/2021,9363.82
422,Natalya,Fassmann,nfassmannbp@apple.com,193-317-8458,3 Crownhardt Avenue,Half Way Tree,,,Jamaica,3/1/1948,632,croissant,7/12/2021,8428.58
423,Dorice,Shawe,dshawebq@europa.eu,856-564-2127,8088 Westend Hill,Cochabamba,,,Peru,8/28/1999,795,croissant,5/13/2021,7326.16
424,Aimil,MacIlory,amacilorybr@tuttocitta.it,757-583-5918,39 Transport Street,Järfälla,Stockholm,177 57,Sweden,6/9/1928,16,croissant,11/12/2021,2902.85
425,Arlina,Dabels,adabelsbs@ca.gov,263-803-0293,164 Hermina Pass,Moita da Roda,Leiria,2425-839,Portugal,11/21/1928,723,croissant,6/22/2021,9149.72
426,Konstantine,Frede,kfredebt@facebook.com,685-403-1363,33 Glendale Avenue,Ocuviri,,,Peru,6/26/1900,427,baguette,11/23/2021,2093.68
427,Matthaeus,Pol,mpolbu@marriott.com,884-382-5169,36 Pankratz Alley,Dalan,,,China,4/12/1987,635,croissant,5/13/2020,6051.5
428,Alexia,Durtnall,adurtnallbv@msu.edu,449-494-8352,88249 Fairview Court,Parumasan,,,Indonesia,4/2/1989,834,croissant,1/5/2020,2488.16
429,Lombard,Hayward,lhaywardbw@spotify.com,408-530-1839,6 Towne Center,Lyubokhna,,242622,Russia,9/9/1937,164,baguette,2/22/2021,9024.77
430,Rudie,Bittany,rbittanybx@gravatar.com,984-253-7637,986 Summit Crossing,Waterloo,,,Sierra Leone,6/22/1937,817,baguette,12/3/2021,5006.37
431,Edgard,Passingham,epassinghamby@eepurl.com,279-123-8644,509 Moulton Court,Gongbuxue,,,China,4/29/1971,244,croissant,12/10/2020,2385.47
432,Alida,De Normanville,adenormanvillebz@livejournal.com,892-192-4810,75 Buena Vista Hill,Borås,Västra Götaland,506 46,Sweden,2/12/1981,669,macaron,12/2/2021,6926.12
433,Rae,Alennikov,ralennikovc0@addthis.com,136-283-2752,55241 Melrose Terrace,Kurungannyawa,,,Indonesia,11/30/1940,197,macaron,3/13/2020,8028.97
434,Nils,Bernadzki,nbernadzkic1@ucoz.com,990-887-3514,52 Mcguire Circle,Babakantonggoh,,,Indonesia,2/22/1993,255,macaron,9/13/2020,6416.79
435,Hally,Crowther,hcrowtherc2@nymag.com,852-262-5639,45 Schmedeman Lane,Santo Tomé,,5719,Argentina,9/15/1947,241,croissant,3/13/2020,1018.12
436,Darcie,Halfhyde,dhalfhydec3@stumbleupon.com,549-113-1798,5108 West Place,Parobé,,95630-000,Brazil,1/28/1984,54,croissant,8/21/2021,5805.77
437,Ileana,Pawlaczyk,ipawlaczykc4@cdc.gov,641-744-5316,37572 Russell Alley,Higashine,,999-3776,Japan,6/12/1918,104,croissant,4/18/2020,1592.19
438,Dave,Pillifant,dpillifantc5@answers.com,507-926-5897,039 Stone Corner Drive,Luoxi,,,China,3/28/1996,245,macaron,2/5/2021,1122.35
439,Stanislaus,Maneylaws,smaneylawsc6@hatena.ne.jp,103-960-5241,99 Buena Vista Place,Krajan Satu,,,Indonesia,2/23/1906,881,baguette,9/30/2020,765.6
440,Willy,Baldcock,wbaldcockc7@craigslist.org,169-304-0046,87190 Petterle Way,Anahuac,Veracruz Llave,92035,Mexico,8/29/1954,202,baguette,11/13/2021,1045.2
441,Ave,Stockall,astockallc8@mashable.com,277-524-2362,5984 Little Fleur Terrace,Granville,Basse-Normandie,50404 CEDEX,France,7/31/1942,25,baguette,2/16/2021,8514.91
442,Munmro,Kynman,mkynmanc9@sun.com,755-163-3298,06581 Main Crossing,Pervoural’sk,,623109,Russia,8/26/1987,995,croissant,4/14/2020,8953.79
443,Ike,Wisedale,iwisedaleca@biglobe.ne.jp,201-541-9142,2818 Glendale Plaza,Gostimë,,,Albania,1/11/1916,704,croissant,2/17/2021,6859.22
444,Vania,Rawlinson,vrawlinsoncb@auda.org.au,453-115-2829,99525 Oneill Park,Iktābah,,,Palestinian Territory,7/17/1985,126,macaron,9/20/2021,790.6
445,Baudoin,Housbey,bhousbeycc@msn.com,557-538-9969,237 Oakridge Center,Wolowona,,,Indonesia,12/10/1937,951,croissant,11/27/2020,4702.87
446,Brittney,Lappine,blappinecd@arizona.edu,899-190-0671,3597 Maywood Pass,Aqtöbe,,,Kazakhstan,5/23/1978,969,croissant,8/16/2021,6393.13
447,Olivero,Babidge,obabidgece@netscape.com,895-438-1606,5 Eastwood Avenue,Ostravice,,739 14,Czech Republic,6/17/1936,611,croissant,11/18/2020,4910.73
448,Karyl,Sweetland,ksweetlandcf@shareasale.com,654-674-6886,58 Macpherson Junction,Francisco Villa,Tamaulipas,89762,Mexico,11/25/1933,612,baguette,7/6/2021,3884.39
449,Ailis,Novichenko,anovichenkocg@spotify.com,779-618-0558,1502 Northfield Road,Quipot,,5014,Philippines,9/3/1996,126,macaron,5/6/2020,7258.73
450,Desmund,Mordin,dmordinch@wisc.edu,196-351-5520,0 Spohn Way,Sawara,,811-1122,Japan,9/22/1998,129,baguette,7/7/2020,4821.56
451,Phebe,Bembridge,pbembridgeci@samsung.com,103-974-7348,06 Dexter Avenue,Zouila,,,Tunisia,7/15/1996,461,croissant,11/10/2020,1693.41
452,Nata,Gudgeon,ngudgeoncj@feedburner.com,264-260-0202,746 Caliangt Drive,Oepuah,,,Indonesia,6/20/1970,66,croissant,11/27/2021,6951.24
453,Kass,Rizzello,krizzellock@dailymail.co.uk,626-277-8148,8956 Waywood Hill,Yizhang Chengguanzhen,,,China,8/17/1992,542,baguette,2/24/2021,9820.67
454,Ronnie,Livezley,rlivezleycl@examiner.com,636-777-8683,59866 5th Road,Sukasetia,,,Indonesia,9/1/1960,328,croissant,6/29/2020,3544.19
455,Ophelie,Brandoni,obrandonicm@globo.com,905-252-0021,7 Bluestem Place,Valle San Francisco,,,Nicaragua,5/25/1964,480,baguette,9/22/2021,6317.18
456,Felizio,Duinkerk,fduinkerkcn@ihg.com,238-292-9338,550 Doe Crossing Avenue,Kupahandap,,,Indonesia,2/27/1981,892,macaron,8/14/2021,1388.95
457,Basia,Ferrar,bferrarco@goo.gl,947-127-2853,8 Hermina Court,Lewin Kłodzki,,57-343,Poland,11/30/1981,842,baguette,3/3/2021,5047.39
458,Yard,Graine,ygrainecp@amazonaws.com,395-313-3318,35454 Mifflin Alley,Pampa Hermosa,,,Peru,10/10/1950,798,baguette,9/29/2020,316.47
459,Chrisse,Mepham,cmephamcq@joomla.org,663-383-0120,8 Independence Junction,Cândido Mota,,19880-000,Brazil,4/6/1956,228,baguette,3/27/2020,219.31
460,Anne,Wolffers,awolfferscr@comsenz.com,373-628-0609,6154 West Parkway,Amvrosiyivka,,,Ukraine,7/29/1920,604,croissant,12/9/2021,1681.14
461,Leicester,Peres,lperescs@ehow.com,110-377-1356,826 Harbort Center,Châtellerault,Poitou-Charentes,86104 CEDEX,France,12/20/1971,190,baguette,12/16/2020,642.82
462,Ky,Vakhrushev,kvakhrushevct@goo.gl,240-658-9489,27 Barby Pass,Qingchuan,,,China,5/12/1940,301,baguette,11/11/2020,5459.71
463,Justino,Morilla,jmorillacu@unicef.org,941-541-9784,22 Kim Place,Zhize,,,China,1/26/1960,285,macaron,11/29/2020,4322.46
464,Isacco,Proswell,iproswellcv@ebay.co.uk,613-958-2249,52 Rusk Terrace,Hongdun,,,China,4/2/1957,236,baguette,10/10/2020,1650.96
465,Morlee,Raubenheimers,mraubenheimerscw@nhs.uk,544-842-5404,53685 Kingsford Pass,Alpiarça,Santarém,2090-023,Portugal,8/17/1973,377,croissant,10/15/2020,1173.65
466,Berk,Lobb,blobbcx@skype.com,138-376-2354,106 Debs Trail,Milíkov,,739 81,Czech Republic,7/23/1904,172,baguette,7/18/2020,5445.77
467,Fawn,Brockett,fbrockettcy@trellian.com,541-414-6976,73 Barby Terrace,Tambangan,,,Indonesia,8/8/1928,997,croissant,4/5/2020,8236.07
468,Axe,Keel,akeelcz@rakuten.co.jp,110-696-1294,84 Carpenter Terrace,Tangxi,,,China,5/1/1945,99,croissant,12/22/2021,7510.67
469,Harper,Boreham,hborehamd0@wikimedia.org,284-749-0263,462 Talmadge Trail,Bejucal,,,Cuba,7/31/1918,450,baguette,7/23/2021,5600.4
470,Kipp,Karadzas,kkaradzasd1@timesonline.co.uk,427-822-7244,1551 Crest Line Pass,Cartagena,,130027,Colombia,5/22/1921,708,croissant,3/4/2021,6111.4
471,Toinette,Cropton,tcroptond2@vkontakte.ru,438-838-1108,6598 Acker Street,Kugesi,,429500,Russia,11/16/1954,59,macaron,2/23/2020,9863.69
472,Westley,Harrowell,wharrowelld3@theguardian.com,414-758-1587,7 Ohio Circle,Palaiseau,Île-de-France,91124 CEDEX,France,3/2/1940,406,baguette,4/17/2021,972.23
473,Talbert,Valero,tvalerod4@acquirethisname.com,731-225-3168,82 Fisk Trail,Dajin,,,China,5/31/1962,424,croissant,4/28/2021,3248.95
474,Cordell,Alasdair,calasdaird5@vinaora.com,425-657-2123,3640 Ridgeview Pass,Navashino,,347417,Russia,12/26/1995,915,baguette,10/26/2021,4730.54
475,Jori,Pinniger,jpinnigerd6@lulu.com,319-675-7384,4411 Glacier Hill Crossing,Iowa City,Iowa,52245,United States,11/18/1900,907,macaron,7/28/2021,4059.37
476,Maryellen,Madill,mmadilld7@usda.gov,305-354-7736,1108 Monica Trail,Saray,,,Azerbaijan,5/20/1977,632,macaron,12/4/2021,556.16
477,Hillier,Schutter,hschutterd8@live.com,759-404-9157,0 Becker Place,Volgograd,,309621,Russia,7/6/1934,719,croissant,12/4/2020,1383.92
478,Tarah,Dessaur,tdessaurd9@skype.com,799-899-1116,998 Dakota Pass,Shorko,,29051,Pakistan,1/29/1984,994,croissant,7/13/2021,3220.93
479,Jonell,Halegarth,jhalegarthda@delicious.com,807-665-8664,2481 Sutherland Alley,Pedra,Viana do Castelo,4980-782,Portugal,1/12/1969,630,baguette,2/26/2021,9665.45
480,Hillier,Bergstrand,hbergstranddb@instagram.com,540-581-4234,60 Express Hill,Asahi,,989-2474,Japan,12/12/1983,783,croissant,8/22/2021,3996.44
481,Babette,Treby,btrebydc@about.me,199-335-1532,363 Anzinger Way,Titay,,7003,Philippines,9/10/1947,946,macaron,9/9/2021,8926.68
482,Elayne,Lisimore,elisimoredd@arstechnica.com,355-309-4008,60378 Schurz Trail,Saqqez,,,Iran,5/9/1935,186,baguette,3/31/2021,2289.98
483,Borg,Kleisel,bkleiselde@msn.com,175-133-4540,7 Bonner Terrace,Ţalkhā,,,Egypt,5/27/1912,492,croissant,7/6/2021,6738
484,Karlan,Syrie,ksyriedf@digg.com,633-863-4763,3756 Old Gate Trail,Vinhas,Porto,4575-062,Portugal,11/28/1973,6,macaron,12/8/2021,1995.07
485,Edsel,Ridsdale,eridsdaledg@plala.or.jp,178-702-7950,37 Mariners Cove Hill,Kizlyar,,363720,Russia,12/17/1976,307,croissant,9/8/2021,2917.63
486,Allina,Goodayle,agoodayledh@psu.edu,747-999-0744,9 Monument Junction,Chepareria,,,Kenya,5/10/1905,815,croissant,4/17/2021,1194.76
487,Bern,Yaknov,byaknovdi@bravesites.com,450-546-1962,07 Twin Pines Place,Tabio,,2608,Philippines,4/27/1922,630,macaron,4/21/2021,1438.03
488,Alphonso,Dodamead,adodameaddj@baidu.com,628-495-9344,20639 High Crossing Court,Sanxi,,,China,5/29/1925,21,macaron,10/3/2021,813.43
489,Griz,Hymans,ghymansdk@google.pl,511-255-8262,66186 Lillian Park,Wangping,,,China,5/11/1903,218,croissant,10/12/2020,773.8
490,Tamera,Cabrer,tcabrerdl@craigslist.org,147-742-3353,1621 Upham Junction,Gandara,,6706,Philippines,5/21/1952,270,macaron,5/22/2020,5929.69
491,Jourdain,Huyge,jhuygedm@skyrock.com,765-364-5569,61 Mandrake Center,Ostrožská Lhota,,687 23,Czech Republic,5/1/1963,199,macaron,4/30/2021,6792.94
492,Cathe,Daltrey,cdaltreydn@scientificamerican.com,333-861-6216,554 Hanson Court,Huage,,,China,2/11/1992,978,croissant,10/26/2020,4455.17
493,Ragnar,Toupe,rtoupedo@ebay.co.uk,105-525-5593,0 Gateway Hill,Huhe,,,China,9/14/1969,727,croissant,11/4/2020,4894.73
494,Klement,Vankov,kvankovdp@infoseek.co.jp,503-583-0551,784 Southridge Hill,Międzybrodzie Bialskie,,34-312,Poland,3/14/1920,724,macaron,11/10/2021,849.75
495,Dottie,Chimes,dchimesdq@un.org,520-581-4622,164 Harper Parkway,Tucson,Arizona,85754,United States,9/13/1946,968,macaron,5/19/2021,4950.22
